Id,Name,Ratings,Price,Original_Price,Discount_Element,Annual_Power_Usage,Room_Size,Warranty
279,"LG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Ant...",4.1,"39,490","78,990",50%, 852.44 kWh, 111 - 150 ,1 Year Warranty on Product
280,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"26,828","54,990",51%, 1027.12 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years on Compressor from Onida
281,Lloyd 1.5 Ton 5 Star Split AC  - White,3,"43,990","66,990",34%, 780.56 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
282,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,1.7,"33,539","64,990",48%, 975.26 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
283,Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC  - White,4.1,"34,599","54,300",36%, 669.16 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
284,Voltas 2 Ton 3 Star Split Inverter AC  - White,3.8,"45,900","75,000",38%, 1220.59 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
285,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4,"45,100","74,100",39%, 813.13 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
286,Panasonic 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4.1,"58,600","65,400",10%, 1224.96 kWh, 151 - 200 ,1 Year Comprehensive Warranty
287,Whirlpool Convertible 4-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 6th Sense Technology AC  -...,4,"32,990","64,200",48%, 515.27 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
288,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 3 Star Split Inverter Anti Bacteria Filter AC  - White,4.4,"37,746","57,990",34%, 1044.19 kWh, 111 - 150 ,1 Year Standard Warranty on Product
289,Godrej 2 Ton Split Inverter AC  - White,4.1,"44,490","60,990",27%, 151 - 200 sqft,,
290,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"48,900","75,400",35%, 813.13 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
291,Godrej 4-Way Air Swing 1.5 Ton 3 Star Split with Anti-Dust Filter AC  - White,4.1,"36,938","47,999",23%, 1045.04 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
292,Voltas 2 in 1 Convertible Cooling 1.2 Ton 3 Star Split Inverter Expandable AC  - White,4.2,"26,366","54,990",52%, 1700 kWh, 91 - 110 ,1 Year on Product and 5 Years on Compressor from Voltas
293,"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",4.1,"40,878","55,900",26%, 840.2 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
294,Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4.2,"47,000","77,990",39%, 1261.37 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
295,Godrej 1.5 Ton 5 Star Split Inverter Convertible 5-in-1 Cooling With Anti-Virus Protection AC  - White...,4.2,"43,878","51,900",15%, 840.2 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
296,ONIDA 1.6 Ton 4 Star Split Inverter AC  - White,4.2,"36,990","61,990",40%, 995.55 kWh, 151 - 200 ,1 Year on Product and 5 Year on Compressor from Onida
297,Hisense 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"31,990","50,000",36%, 981.09 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
298,"SAMSUNG 1.5 Ton 3 Star Split Triple Inverter AC  - White, Blue",4.1,"37,953","54,990",30%, 1073.42 kWh, 111 - 150 ,10 Years on Compressor
299,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,"39,990","67,729",40%, 1017.95 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
300,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"45,950","74,100",37%, 758.52 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
301,Daikin 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,N/A,"44,799","58,800",23%, 523.54 kWh,90,1 Year Warranty on Product
302,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4,"42,990","63,400",32%, 774.19 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
303,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,3.7,"48,000","72,900",34%, 813.13 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
304,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"49,500","60,500",18%, 1575 kWh, 111 - 150 ,1 Year Warranty on Product
305,Hisense 1.5 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,4.1,"39,490","43,990",10%, 1500 kWh, 111 - 150 ,1 Year on Product
306,Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.5,"44,990","59,990",25%, 774.88 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Compressor Warranty
307,Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"41,800","64,500",35%, 1024.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
308,SAMSUNG Convertible 2 Ton 3 Star Split Inverter AC  - White,4.2,"77,990",N/A,N/A, 1145.22 kWh, 151 - 200 ,1 Year Standard Warranty on Product
309,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.9,"28,990","56,990",49%, 682.59 W,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
310,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"41,500","65,400",36%, 698.67 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
311,NU 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,3.3,"35,990","55,899",35%, 759.56 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
312,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"37,890","63,100",39%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
313,LG 2023 Model Super Convertible 5-in-1 Cooling 1.5 Ton 3 Star Split Inverter HD Filter with Anti-Virus...,4.2,"35,999","68,990",47%, 1050.84 kWh, 111 - 150 ,1 Year Warranty on Product
314,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"52,400","80,500",34%, 785.67 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
315,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"36,990","55,400",33%, 988.6 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
316,Godrej 1.5 Ton Split Inverter AC  - White,N/A,"40,599","65,900",38%, 111 - 150 sqft,,
317,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",4.1,"41,173","62,500",34%, 1002.84 kWh, 111 - 150 ,1 Year Warranty on Product
318,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"37,200","61,990",39%, 1685 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
319,Hisense 1 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,4.1,"27,777","33,990",18%, 1200 kWh,90,1 Year on Product
320,Godrej 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"40,681","54,900",25%, 865.83 kWh, 111 - 150 ,1 Year on Product and Condenser Coil Warranty and 10 Years on Compressor from Godrej
321,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"34,990","60,900",42%, 743.96 kWh, 111 - 150 ,1 Year on Product 5 Years on Compressor Manufacturer Warranty from Lloyd
322,SAMSUNG 1.5 Ton 3 Star Split AC  - White,4.3,"47,777","52,990",9%, 1620 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung
323,MOTOROLA 1.5 Ton 5 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,4.2,"29,548","56,549",47%, 865.7 kWh, 111 - 150 ,1 year on product and 10 years on compressor
324,Hitachi 1.8 Ton 4 Star Split Inverter AC  - White,N/A,"64,500","90,500",28%, 1101.16 W, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
325,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4,"40,536","55,589",27%, 989.31 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years on Compressor
326,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,4.3,"43,800","75,200",41%, 892.32 kWh, 111 - 150 ,1 Year on Product and 5 Years on Compressor from Voltas
327,"Hitachi 5400FXL 2023 Model 1.5 Ton 5 Star Split Inverter ice Clean, Xpandable Plus, Long air throw wit...",3.9,"43,990","74,100",40%, 758.52 W, 111 - 150 ,1 Year Warranty on Product
328,Voltas 1.5 Ton Split Inverter Expandable AC  - White,3.7,"37,499","62,990",40%, 111 - 150 sqft,,
329,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"48,500","75,350",35%, 758.52 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
330,Panasonic 2 Ton 3 Star Split Inverter AC  - White,N/A,"57,600","70,500",18%, 1234.99 W, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
331,SAMSUNG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter WINDFREE Technology AC  - White,4.3,"49,400","75,990",34%, 806.28 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung
332,MOTOROLA 2 Ton 3 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,4.2,"34,214","60,899",43%, 1356.23 kWh, 151 - 200 ,1 year on product and 10 years on compressor
333,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"47,800","75,400",36%, 774.88 W, 111 - 150 ,1 Year Warranty on Product
334,"Haier Frost Self-Clean 2023 Model 1.5 Ton 5 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",4,"40,990","71,490",42%, 743.05 kWh, 111 - 150 ,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
335,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"38,394","57,500",33%, 0 kWh, 111 - 150 ,1 Year on Complete Unit and 10 Years on Compressor
336,O General 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"50,200","55,790",10%, 748.27 kWh,90,1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor
337,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"36,999","58,990",37%, 5800 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
338,Haier 1 Ton 3 Star Split Triple Inverter AC  - White,N/A,"32,990","60,000",45%, 697.66 W,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
339,Daikin 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,3.9,"58,999","81,200",27%, 667.36 kWh, 111 - 150 ,1 Year Warranty on Product
340,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"39,890","65,400",39%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
341,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,4.4,"44,934","57,500",21%, 846.85 kWh, 111 - 150 ,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
342,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,N/A,"51,990","69,300",24%, 1202.77 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years on Compresser
343,Haier 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"33,990","80,500",57%, 925.24 W, 111 - 150 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
344,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"44,490","80,000",44%, 776.36 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
345,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 4 Star Split Dual Inverter 4 Way Swing, HD Filter ...",4.1,"42,790","81,990",47%, 838.67 W, 111 - 150 ,1 Year Warranty on Product
346,CARRIER 1.5 Ton 3 Star Split AC  - White,4.3,"39,990","63,690",37%, 1118 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
347,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter UV Nano, 4 Way Swing, HD Fil...",4.1,"51,600","83,990",38%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
348,"MOTOROLA Multi-Convertible 1.5 Ton 3 Star Split Inverter AC  - Indoor Unit-Silver, Outdoor Unit-White",4.2,"35,554","53,999",34%, 1620 kWh, 111 - 150 ,1 Year on Product and 10 Years on Compressor
349,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,"32,400","40,657",20%, 975.26 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
350,Godrej 1 Ton 3 Star Split Inverter AC  - White,4.1,"29,599","42,900",31%, 752.71 kWh,90,1 Year Warranty on Product and 10 Years on Compressor
351,Lloyd Stellar 6 in 1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter Mood Lighting + Door Open Al...,3.6,"49,990","81,990",39%, 759.37 W, 111 - 150 ,1 Year Warranty on Product
352,Whirlpool 1.5 Ton 5 Star Split Inverter AC  - White,4.8,"38,390","74,700",48%, 867.41 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
353,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 2 Ton 3 Star Split Inverter...,4.1,"57,990","76,900",24%, 1170.01 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product
354,Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.6,"40,800","63,100",35%, 1024.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
355,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.9,"29,999","56,990",47%, 700.57 kWh,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
356,Voltas 1 Ton 3 Star Split AC  - White,4.2,"30,499","46,000",33%, 0 kWh,90,1 Year on Product and 5 Years on Compressor from Voltas
357,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.2,"39,794","67,990",41%, 964.1 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor from Carrier
358,Hitachi 1.5 Ton 3 Star Split AC  - White,N/A,"41,800","52,500",20%, 1039.62 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years Compressor Warranty
359,IFB 1.5 Ton 3 Star Split Dual Inverter AC  - White,4.2,"39,500","50,400",21%, 1110 kWh, 111 - 150 ,1 Year Warranty on Product
360,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 2 Ton 3 Star Split Inverter...,4.1,"57,990","76,900",24%, 1170.01 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product
361,Daikin 1 Ton 3 Star Split Inverter AC  - White,2.3,"35,700","48,200",25%, 90 sqft or Below,,
362,Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.6,"40,800","63,100",35%, 1024.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
363,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.9,"29,999","56,990",47%, 700.57 kWh,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
364,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.2,"39,794","67,990",41%, 964.1 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor from Carrier
365,"Haier Heavy Duty 2023 Model 1.6 Ton 5 Star Split Inverter Frost Self-Clean, Triple Inverter Plus Techn...",4,"45,300","72,490",37%, 828.37 kWh, 151 - 200 ,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
366,Hitachi 1.8 Ton 4 Star Split AC with Wi-fi Connect  - White,N/A,"56,999","96,450",40%, 1096.51 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
367,Godrej 1.5 Ton Split Inverter AC  - White (Chrome),N/A,"31,700","45,900",30%, 111 - 150 sqft,,
368,SAMSUNG 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.8,"49,500","71,990",31%, 749.48 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
369,"Hitachi 1.5 T 5 Star Split Inverter AC  - White, Gold",4,"41,990","65,300",35%, 780.6 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
370,CARRIER Flexicool Convertible 4-in-1 Cooling 1.5 Ton 4 Star Split Inverter Dual Filtration with HD and...,4.2,"38,499","68,490",43%, 974.21 kWh, 111 - 150 ,1 Year warranty on Product
371,Blue Star 2023 Model 1 Ton 5 Star Split Inverter AC  - White,3.9,"38,990","62,000",37%, 517.12 kWh,90,1 Year Warranty on Product
372,Blue Star 2 Ton 3 Star Split Inverter AC  - White,3.5,"48,990","72,000",31%, 1261.37 kWh, 151 - 200 ,1 Year on Product and 10 Years Warranty on Compressor
373,Voltas 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4.2,"44,999","79,990",43%, 1220.59 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
374,Daikin 1 Ton 3 Star Hot and Cold Split Inverter AC  - White,N/A,"55,000",N/A,N/A, 620.32 W,90,1 Year Warranty on Product
375,Daikin 1.5 Ton Split Inverter AC  - White,N/A,"38,290","58,400",34%, 111 - 150 sqft,,
376,Hisense 1 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,4,"35,544","37,990",6%, 925 kWh,90,1 Year on Product
377,Daikin 1.5 Ton 3 Star Split AC  - White,4.3,"40,351","55,600",27%, 989.31 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
378,Electrolux Convertible 1 Ton 5 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter with Plasm...,3,"39,599","62,990",37%, 518.39 kWh,90,1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB
379,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4.2,"41,809","61,990",32%, 1002.76 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
380,"Hitachi 1.8 Ton 4 Star Split Inverter AC  - White, Gold",N/A,"50,990","86,900",41%, 1084.82 kWh, 151 - 200 ,1 Year Warranty on Complete Unit
381,CARRIER 2 Ton 3 Star Split Inverter AC  - White,N/A,"50,950","82,490",38%, 1257.12 kWh, 151 - 200 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
382,Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,3.4,"39,590","50,490",21%, 111 - 150 sqft,,
383,Haier 1.5 Ton 3 Star Split Inverter AC  - White,5,"35,000","65,000",46%, 1029.15 W, 111 - 150 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
384,Voltas 2023 Model 2 Ton 3 Star Split AC  - White,4.3,"49,470","81,990",39%, 1323.72 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
385,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,3.8,"44,200","75,000",41%, 892.9 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
386,LG 1.5 Ton 3 Star Split Inverter Convertible 5-in-1 Cooling HD Filter with Anti-Virus Protection AC  -...,4.1,"39,000","72,990",46%, 962.65 kWh, 111 - 150 ,1 Year on Product
387,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter 7 Stage Air Treatmen...",3.8,"37,890","52,500",27%, 1005.73 kWh, 111 - 150 ,1 Year Warranty on Product
388,O General 1.5 Ton 5 Star Split Inverter AC  - White,3.6,"61,594","70,530",12%, 1453.77 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From O-General
389,Voltas 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"43,430","79,990",45%, 1045.71 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
390,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"34,900","68,990",49%, 951.47 W, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
391,Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,4.2,"30,999","56,990",45%, 672.93 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
392,Voltas 1 Ton 3 Star Split Inverter AC  - White,N/A,"29,990","56,990",47%, 672.93 W,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
393,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 5 Star Split Inverter ...,4.1,"53,900","76,900",29%, 774.19 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
394,Hitachi 3400FXL 2023 Model 1.5 Ton 3 Star Split Inverter ir throw with Hexa Sensor Technology AC  - Wh...,3.9,"37,490","63,100",40%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
395,"Haier Heavy Duty 2023 Model 2 Ton 3 Star Split Inverter Frost Self Clean, Triple Inverter Plus Technol...",4,"49,990","82,990",39%, 1276.55 kWh, 151 - 200 ,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
396,Daikin 1.8 Ton 1 Star Split AC with PM 2.5 Filter  - White,3.5,"43,990","61,600",28%, 1435.97 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years on Compressor
397,"Haier Frost Self-Clean 2023 Model 1 Ton 5 Star Split Inverter Intelli Convertible 7-in-1, Triple Inver...",3.7,"38,500","65,600",41%, 536.38 kWh,90,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
398,"Blue Star 1.5 Ton 5 Star Split Inverter AC  - White, Brown",4.4,"47,800","65,400",26%, 1450 kWh, 111 - 150 ,1 Year on Product and Condenser
399,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4.3,"46,130","50,899",9%, 111 - 150 sqft,,
400,Daikin 1.5 Ton Split Inverter AC  - White,N/A,"39,190","58,400",32%, 111 - 150 sqft,,
401,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,3.9,"64,790","86,800",25%, 1372.85 kWh,,
402,Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.9,"30,499","56,990",46%, 669.81 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
403,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.6,"44,990","72,375",37%, 783.33 W, 111 - 150 ,1 Year Warranty on Product
404,Hitachi 1.5 Ton 3 Star Split AC  - White,2.9,"41,500","50,600",17%, 1703.04 kWh, 111 - 150 ,1 Year on Product and 10 Years on Compressor from Hitachi
405,Lloyd 2023 Model 1 Ton 3 Star Split AC  - White,4.2,"34,990","41,990",16%, 709.86 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
406,Haier 1.5 Ton 4 Star Split Triple Inverter AC  - White,N/A,"39,490","47,990",17%, 913 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
407,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,2.3,"49,075","75,990",35%, 749.48 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
408,Godrej 4-Way Air Swing 2023 Model 2 Ton 3 Star Split with Anti-Dust Filter AC  - White,4,"49,699","61,900",19%, 1215.35 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
409,Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter 6th Sense Technology AC ...,4,"42,900","66,900",35%, 854.16 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
410,Haier 1.6 Ton 5 Star Split Inverter AC  - White,N/A,"45,300","80,500",43%, 828.37 W, 151 - 200 ,1 Year Warranty on Product
411,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"47,990","67,200",28%, 1540 kWh, 111 - 150 ,1 Year Warranty on Product
412,Daikin 1.5 Ton 3 Star Split AC  - White,3.9,"37,218","42,990",13%, 0 kWh, 111 - 150 ,1 Year on Product and 5 Years on Compressor from Daikin
413,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"39,490","48,000",17%, 1045 kWh, 111 - 150 ,1 Year Warranty on Product
414,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.8,"38,990","48,200",19%, 682.27 kWh,90,1 Year Warranty on Product
415,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"43,900","50,000",12%, 841.67 kWh, 111 - 150 ,1 Year on Product
416,Hitachi 2 Ton 3 Star Split AC  - White,N/A,"53,800","81,100",33%, 1397.61 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
417,Godrej 5-In-1 Convertible Cooling 2023 Model 2 Ton 5 Star Split Inverter with 4-way Air Swing AC AC  -...,3.8,"49,490","69,000",28%, 916.68 kWh, 151 - 200 ,10 years warranty on Inverter compressor
418,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",4.3,"51,800","75,990",31%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
419,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.8,"29,900","56,990",47%, 682.59 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
420,CARRIER Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Flexicool Inverter Dual Filtrati...,3.9,"41,990","76,090",44%, 754.05 kWh, 111 - 150 ,1 Year Warranty on Product
421,Blue Star 2 Ton 3 Star Split Inverter AC  - White,4,"57,800","62,500",7%, 1251.08 W, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
422,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"34,990","59,990",41%, 1002.76 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
423,Sansui 2023 Model 1.5 Ton Split Inverter AC  - White,N/A,"28,925","57,500",49%, 111 - 150 sqft,,
424,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,4.2,"46,990","77,990",39%, 818.81 kWh, 111 - 150 ,1 Year Warranty on Product
425,Blue Star 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - Silver,N/A,"56,000","78,000",28%, 1312.41 W, 151 - 200 ,1 Year Warranty on Product
426,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - Whi...,4.1,"36,990","55,999",33%, 624.48 kWh,90,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
427,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4,"45,990","67,200",31%, 785.67 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
